...1,ISO,year,Value,Module,Policy,Broad Category,Market_non_market,Buildingblock,PriorityArea_new,Policy_new,Policytype_detail_new,Policytype,Policy_name_fig_1,Policy_name_fig_2_3,Policy_name_fig_4,Cluster_categories,Policy Name (our short framing),prev_value,introduction,jump,intensification,intensification_jump,is_price,is_subsidy,is_standard,is_reg,priceintro,regintro,subsidyintro,standardintro,price,reg,subsidy,standard,state,first_price_year,first_reg_year,path_group,path
10094,CHL,2019,10,Buildings,Minimum energy performance standards of appliances,Minimum energy performance standard,Non-market,Sectoral,Buildings,MEPS of appliances,Performance Standards,NMBI,Performance standard (appliances),Performance standard,Performance standard,Regulation,Minimum energy performance standard,10,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9823,CHL,2020,0,Buildings,Ban and phase out of fossil-fuel heating systems,Ban,Non-market,Sectoral,Buildings,Bans and Phaseouts Fossil Fuels Heating,Technology Standards,NMBI,Ban & phase out (fossil heatings),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of fossil heatings,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9857,CHL,2020,7.5,Buildings,Building energy codes,Building code,Non-market,Sectoral,Buildings,BuildingEnergyCodes,Performance Standards,NMBI,Building code,Building code,Building code,Regulation,Building energy code,7.5,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9891,CHL,2020,0,Buildings,Carbon tax - Buildings,Taxation,Market,Sectoral,Buildings,Carbon Tax Buildings,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9925,CHL,2020,0,Buildings,Emissions trading schemes - Buildings,Taxation,Market,Sectoral,Buildings,ETS Buildings,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9959,CHL,2020,10,Buildings,Financing mechanisms for energy efficiency - Buildings,Green subsidy,Market,Sectoral,Buildings,Financing Mechanism Buildings,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,10,0,0,0,NA,0,1,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9993,CHL,2020,0,Buildings,Fossil fuels excise taxes - Buildings,Taxation,Market,Sectoral,Buildings,Excise Taxes Buildings,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
10027,CHL,2020,10,Buildings,Fossil fuels subsidies reform - Buildings,Fuel subsidy reform,Market,Sectoral,Buildings,Fossil Fuel Subsides Buildings,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,10,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
10061,CHL,2020,10,Buildings,Mandatory labels for appliances,Label,Non-market,Sectoral,Buildings,Labels Appliances,Information,NMBI,Label (appliances),Label,Label,Information,Label,10,0,0,0,NA,0,0,1,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
10095,CHL,2020,10,Buildings,Minimum energy performance standards of appliances,Minimum energy performance standard,Non-market,Sectoral,Buildings,MEPS of appliances,Performance Standards,NMBI,Performance standard (appliances),Performance standard,Performance standard,Regulation,Minimum energy performance standard,10,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9824,CHL,2021,0,Buildings,Ban and phase out of fossil-fuel heating systems,Ban,Non-market,Sectoral,Buildings,Bans and Phaseouts Fossil Fuels Heating,Technology Standards,NMBI,Ban & phase out (fossil heatings),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of fossil heatings,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9858,CHL,2021,7.5,Buildings,Building energy codes,Building code,Non-market,Sectoral,Buildings,BuildingEnergyCodes,Performance Standards,NMBI,Building code,Building code,Building code,Regulation,Building energy code,7.5,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9892,CHL,2021,0,Buildings,Carbon tax - Buildings,Taxation,Market,Sectoral,Buildings,Carbon Tax Buildings,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9926,CHL,2021,0,Buildings,Emissions trading schemes - Buildings,Taxation,Market,Sectoral,Buildings,ETS Buildings,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9960,CHL,2021,10,Buildings,Financing mechanisms for energy efficiency - Buildings,Green subsidy,Market,Sectoral,Buildings,Financing Mechanism Buildings,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,10,0,0,0,NA,0,1,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9994,CHL,2021,0,Buildings,Fossil fuels excise taxes - Buildings,Taxation,Market,Sectoral,Buildings,Excise Taxes Buildings,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
10028,CHL,2021,10,Buildings,Fossil fuels subsidies reform - Buildings,Fuel subsidy reform,Market,Sectoral,Buildings,Fossil Fuel Subsides Buildings,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,10,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
10062,CHL,2021,10,Buildings,Mandatory labels for appliances,Label,Non-market,Sectoral,Buildings,Labels Appliances,Information,NMBI,Label (appliances),Label,Label,Information,Label,10,0,0,0,NA,0,0,1,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
10096,CHL,2021,10,Buildings,Minimum energy performance standards of appliances,Minimum energy performance standard,Non-market,Sectoral,Buildings,MEPS of appliances,Performance Standards,NMBI,Performance standard (appliances),Performance standard,Performance standard,Regulation,Minimum energy performance standard,10,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9825,CHL,2022,0,Buildings,Ban and phase out of fossil-fuel heating systems,Ban,Non-market,Sectoral,Buildings,Bans and Phaseouts Fossil Fuels Heating,Technology Standards,NMBI,Ban & phase out (fossil heatings),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of fossil heatings,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9859,CHL,2022,7.5,Buildings,Building energy codes,Building code,Non-market,Sectoral,Buildings,BuildingEnergyCodes,Performance Standards,NMBI,Building code,Building code,Building code,Regulation,Building energy code,7.5,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9893,CHL,2022,0,Buildings,Carbon tax - Buildings,Taxation,Market,Sectoral,Buildings,Carbon Tax Buildings,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9927,CHL,2022,0,Buildings,Emissions trading schemes - Buildings,Taxation,Market,Sectoral,Buildings,ETS Buildings,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9961,CHL,2022,10,Buildings,Financing mechanisms for energy efficiency - Buildings,Green subsidy,Market,Sectoral,Buildings,Financing Mechanism Buildings,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,10,0,0,0,NA,0,1,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
9995,CHL,2022,0,Buildings,Fossil fuels excise taxes - Buildings,Taxation,Market,Sectoral,Buildings,Excise Taxes Buildings,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
10029,CHL,2022,10,Buildings,Fossil fuels subsidies reform - Buildings,Fuel subsidy reform,Market,Sectoral,Buildings,Fossil Fuel Subsides Buildings,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,10,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
10063,CHL,2022,10,Buildings,Mandatory labels for appliances,Label,Non-market,Sectoral,Buildings,Labels Appliances,Information,NMBI,Label (appliances),Label,Label,Information,Label,10,0,0,0,NA,0,0,1,0,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
10097,CHL,2022,10,Buildings,Minimum energy performance standards of appliances,Minimum energy performance standard,Non-market,Sectoral,Buildings,MEPS of appliances,Performance Standards,NMBI,Performance standard (appliances),Performance standard,Performance standard,Regulation,Minimum energy performance standard,10,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,1,1,NA,NA,2014,reg_only,reg_only
10105,CHL,1996,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10139,CHL,1996,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10173,CHL,1996,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10207,CHL,1996,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10241,CHL,1996,0,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10275,CHL,1996,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10309,CHL,1996,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10343,CHL,1996,NA,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10377,CHL,1996,NA,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10411,CHL,1996,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10106,CHL,1997,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10140,CHL,1997,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10174,CHL,1997,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10208,CHL,1997,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10242,CHL,1997,0,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10276,CHL,1997,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10310,CHL,1997,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10344,CHL,1997,NA,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10378,CHL,1997,NA,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10412,CHL,1997,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10107,CHL,1998,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10141,CHL,1998,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10175,CHL,1998,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10209,CHL,1998,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10243,CHL,1998,0,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10277,CHL,1998,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10311,CHL,1998,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10345,CHL,1998,NA,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10379,CHL,1998,NA,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10413,CHL,1998,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10108,CHL,1999,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10142,CHL,1999,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10176,CHL,1999,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10210,CHL,1999,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10244,CHL,1999,0,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10278,CHL,1999,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10312,CHL,1999,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10346,CHL,1999,NA,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
10380,CHL,1999,NA,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2014,2010,reg_first,none
