Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Upper middle income,UMC,1166850756512.94,1171203900785.72,1207597025942.1,1261787947893.02,1372285384579.37,1478072440550.97,1570682892129.75,1630132329458.48,1743431660420.56,1889443988864.56,2048436098743.83,2185132323686.21,2353734766267.86,2536112274213.84,2697457538108.8,2819685619290.32,3004460148955.41,3134017691586.29,3252238842727.66,3433524496631.94,3592980742214.31,3660363425951.7,3774487793233.39,3828781707744.62,4035304382397.03,4225699145481.66,4381088481847.82,4598131063924.94,4754694873336.66,4895254295789.6,5028520830679.05,5185164814667.42,5420745650936.3,5741714763055.57,6060879331832.7,6331810171953.2,6726888087929.74,7137425617546.72,7349395744723.62,7588558496929.77,8045233909359.79,8323828316281.66,8728762520086.83,9247361659283.89,9976998396347.96,10733366125251.6,11659012550218.4,12758687008020.2,13564184505638.1,14043762894103.2,15243216924473,16296874138200.7,17238840568780.2,18215837033259.3,19124171434817.8,19986614322858.2,20899191589317.3,22020118952740.6,23102487817765.2,24072868139534.9,23981462925196.5,25829110417301.6,26721459761214.5,27946799096572.9,29114841510634.8,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,World,WLD,11069617591005.5,11508322271837.9,12121252080229.7,12728313561021.9,13567463979601.1,14325846687919.5,15101565745898.9,15664168310854.4,16594144447086.3,17584604389649.2,18248797928662.8,19009089222623.9,20063385628672.2,21354308835191.8,21774826198385.9,21912746689404.7,23048102619576.6,23971895619591.4,24957636428863.8,25985800822182.1,26469217870859.4,26973515731398.9,27073129841472.5,27767125612772.9,29071910671778.6,30139921354136.6,31131252465707.9,32288267462665.7,33749475204331.7,34987083262295.4,35945880219087.1,36390873910981.3,37149005453487.7,37851113313325.5,39135896985992,40374390922535.4,41824891712125,43483502334138.3,44715003412067.1,46315964796815.2,48425685628052.2,49412868939567.6,50554835407744.4,52118918453371.3,54465231584489.7,56673544164731.9,59210348113404.5,61823800945165.4,63117398807667,62285101784074.8,65103029475797.8,67276821813552.3,69114292959206.7,71110411922590.2,73338313563659,75621913961646.1,77734481755129.3,80417743987091.4,83050587362222.7,85275610244218.1,82803280050477.7,88113743893150,91112302917180.8,93798835497645.3,96492690817960.5,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-9.4319740700862,28.6000011706788,8.83227780288267,1.41411799339429,11.2297148272859,5.35740324748592,13.8263195471281,3.92498381999467,21.3905283926492,14.3624414710737,0.426354776777345,12.7522870926697,5.60074465863221,2.72454336219565,1.45131466066431,2.26031420279821,2.6470032027451,1.18922812944517,3.91160341625552,-2.35110067203466,-20.7388393676343,-6.24017199240269,2.26694373649188,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.74563529228132,2.94859680118944,1.10493826195055,-1.25159664405811,1.78064395924895,5.63724317852117,-0.787842654927232,-1.42003965566396,9.8365489718722,-9.57564016993408,-28.0021416538074,-7.18711090964234,9.55941167111243,8.30286659699082,13.3223333268813,7.33632894771891,-11.7115732812278,8.3100252038309,12.2507281968475,7.46285871776054,8.8637306604876,4.62839587394552,5.33326426009945,5.26626173860785,5.13082193056189,6.0189812403864,6.50009261158209,6.90706230713707,2.69075152362146,2.97315442681247,2.46351683915714,0.984129880204108,1.7072283175406,2.24022695382642,2.2277040745779,3.90893551362245,3.28317593330073,3.67141928098908,2.06257790176122,-3.31375636888916,8.96957619074095,4.8268006234359,4.01541716935742,4.04592845095348,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Algeria,DZA,..,-13.6054413245993,-19.6850418256566,34.3137287803281,5.83941300772857,6.20689821107077,-4.80497094328264,9.45296256280155,10.7962385711022,8.4332802824936,8.86265711007658,-11.3317191682878,27.423969480425,3.81317629611722,7.4949177045299,5.04534161267209,8.38675648442262,5.25858598646316,9.21483570068075,7.47782655144202,0.790606971852654,2.99999608841746,6.40000411483896,5.40000302451797,5.59999652938126,3.69999725488672,0.400001002799627,-0.69999752622347,-1.00000549065851,4.40000216059909,0.800000580174981,-1.2000005864423,1.80000230253509,-2.10000075697259,-0.899996552970833,3.79999479063817,4.09999847167964,1.09999993684249,5.10000361107312,3.20000155319546,3.80000000158476,2.99999999863043,5.40000000000001,6.50000000062043,4.49999999976698,5.39999999969525,2.89999999905852,3.10000000128674,2.49999999929371,1.19999999969519,4.80000000093564,2.99999999941909,2.40000000034432,2.60000000061164,4.09999999866501,3.20000000089023,3.90000000017621,1.49999999895587,1.40000000088281,0.899999999219148,-4.99999999908597,3.79999999900707,3.60000000094915,4.10000000005964,3.69999999907979,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.965517241379317,0.409836065573771,-0.408163265306129,-4.09836065573771,1.85185185185186,-2.65734265734265,-4.16666666666666,0.299850074962521,0,-4.33482810164425,-2.5,1.76282051282051,3.14960629921259,-1.67938931297709,-6.98757763975155,2.6711185308848,-0.487804878048777,4.41176470588236,-0.782472613458523,1.73501577287065,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,4.64946535556467,8.14974352749283,7.78846724532318,5.61878962739297,0.54220566972954,3.30378705328451,2.83857556906837,1.46300016981581,0.0415572233591206,2.20872761148199,-0.132474492519691,1.2464611381716,1.77011827083456,1.7846866722919,2.32143303428465,3.25332182847531,5.54712216113352,5.09432619448408,4.82703427244309,3.78138754899436,2.54600353080194,0.929214040125956,-1.03148438999895,2.3831822482118,2.75750161326249,4.64973866754707,9.06767205144135,3.19479339289236,4.0990789217793,3.52836236122388,8.11935772169949,4.54636221364653,8.69420371612468,8.13567633837351,5.39779598500422,4.80868869916921,1.55318814103222,-5.55918636850581,-5.30284654348291,-1.97495799965345,-0.00806975341139093,-4.97444371853503,-3.54759651549344,2.50446552114518,1.43414039522716,3.70967806978986,0.346071889630295,1.58876549046354,2.01554763848308,-11.1839399355384,8.28677879049404,9.56461225648184,2.58355480961319,3.37182032638998,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.40000121865036,0,4.20000142853753,6.00000216509056,3.49999949008608,2.90000174246853,4.08274863510731,6.12889047765088,0.0416214618373516,-3.45009868500237,0.991359302044742,-5.83828073313154,-23.9834174420578,1.33936343648007,15.0000000288633,13.5443697551025,7.27427735460373,4.69114645093552,2.18148971840462,3.05462423430785,4.20599855619506,13.6656887608562,3.48731240097521,11.4198633904585,14.1547775343954,11.8418178757044,13.0026889457975,10.7866360496581,1.99558909788963,5.29366572819954,3.59386960240222,8.50312283866612,4.88306129688392,4.65572356315585,0.763177710914789,-1.70053036291208,-0.149396225571834,-0.59441122698307,-0.204680245744115,-4.04244724639663,2.10275251923413,4.21600258475137,1.26330814020108,4.42390664406875,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.38351247709541,8.07944622901869,8.16198385854459,3.81444815121563,-0.0835066842627157,5.36381884798783,10.1652301394506,7.64384442301511,11.4936693741042,6.6261349331762,5.21313204893121,5.25230146300468,3.01181316687232,2.17685217398964,1.15855077710827,5.27988683522082,6.67640654973411,-4.35978466639605,6.6049448827643,5.47125581395349,4.73127914935051,3.70774594512658,6.20355212555867,-4.54810977120295,1.02723486062159,6.07663666406602,5.76710338270556,6.47368941781741,12.7081474873625,9.31518272315685,-0.0140065981851762,-11.9628794703471,-7.84050683730972,-1.95874262217572,3.37314273947959,-0.600982329599361,2.19829188738797,1.42161997595372,4.1203675438061,2.71272657973627,6.71200487159726,3.1722219373937,-18.8687765208148,8.17286311186622,9.10780623385958,2.42736300110336,3.65638765956977,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Argentina,ARG,..,5.42784287621933,-0.852021521903339,-5.30819682539126,10.1302976615431,10.5694333376394,-0.659726170629824,3.19199662339177,4.82250077932424,9.67952601078326,3.04564331917115,5.65813108184925,1.62841651825939,2.81175403849035,5.5338043957736,-0.0284121037110907,-2.01825151683394,6.93414775653342,-4.50612480201359,10.2227634638681,1.51878394990179,-5.18978914135593,-0.735659159103619,4.34909327926756,1.57073870182023,-5.18902435343904,6.15337706275693,2.70486882770558,-1.08993334133791,-7.15694965597953,-2.46721377810472,9.13311056738961,7.93729155643076,8.20697907221228,5.83620070368526,-2.84520961057079,5.52668982715234,8.1110467707457,3.85017885156228,-3.38545704063269,-0.78899893905691,-4.40883968258557,-10.8944848285903,8.83704079576924,9.02957330068152,8.85165992013437,8.04715150043027,9.00765087504757,4.05723310346406,-5.91852507634947,10.1253981561002,6.00395169280579,-1.0264204544321,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.9004848136464,10.4418119882506,6.02074537534855,-1.85578803046339,-1.34293072157739,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-11.699998482027,-41.8000027457562,-8.7999987932935,5.40000277917656,6.89999841973659,5.86540074943565,3.32107970046953,7.29999998770998,3.30000000058166,5.90000000312092,9.59999999927597,13.1999999979356,14.0000000015501,10.4999999988202,13.8999999991133,13.1999999994661,13.7000000015467,6.90000000042959,-14.1000000006998,2.2000000002151,4.69999999867412,7.20000000096486,3.3,3.60000000058993,3.19999999896625,0.199999999825991,7.50000000164144,5.19999999965324,7.59999999853918,-7.19999999920631,5.80000000065645,12.5999999997766,8.29999999959539,5.90000000046228,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.0784313755902,18.6486486682331,12.1298405451924,3.96140172360629,7.96287173232642,5.88235395341866,7.30769324531406,8.20390129312089,2.54714368704694,1.18578851134656,7.04687499241221,1.99198444906199,1.2380418420716,7.62292064930222,4.1820016304779,-0.944953481157384,1.11050459944282,7.29372807096192,-0.383137672063768,1.12741146411624,3.0895443848509,1.83575517191368,-11.6777413693852,-2.73345679250639,3.36923718421511,-1.04079988436683,6.43146080719245,1.42609864257801,3.61147995361162,1.23433537363427,3.49342985290626,3.21247111920076,1.22511225158814,-23.8979898352395,14.7306159219273,10.6364309604414,7.70679839650956,6.81077669324542,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Australia,AUS,..,2.48085739405019,1.29693177230521,6.21437634985244,6.97757189326991,5.97750537090864,2.3810335009272,6.30689948609215,5.09512980987455,7.04760243224727,7.17469983682571,4.0009865700372,3.90697856876663,2.6185458738897,4.10661101328289,1.33870055771159,2.58782205117312,3.59237581967973,0.895363440295682,4.05155094854514,3.03453508064058,3.34242019351289,3.32864998005238,-2.22582353017135,4.5644786594345,5.28169814609451,3.96976309787884,2.5567680273608,5.76137011855324,3.87901779350344,3.57297569098456,-0.384631357046658,0.433065864126704,4.04583374101011,3.97884434177331,3.89017188961647,3.86567479160071,3.91795814771731,4.67681373479508,5.02822035850596,3.9160574881715,2.03145880248898,3.94980535772942,3.0912800997751,4.21894147547516,3.15548121323168,2.7709261737475,3.78947119882653,3.62398503565633,1.95484826298522,2.21004795300735,2.39473494330615,3.95247138119184,2.65445302592404,2.60118978187332,2.16434780647852,2.75564065529868,2.29331030192918,2.87417039499501,2.19401703622717,-0.133531904304775,2.00694844335034,4.25304559238732,3.58382100798981,1.37340773365975,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Austria,AUT,..,5.53797931684521,2.64867511295262,4.13826758157036,6.12435373762845,3.48017491799546,5.64286141093314,3.00804779775473,4.47231278246069,6.27586716606976,7.12287550213442,5.11496844003607,6.20786057271572,4.89043598428583,3.94213819626765,-0.363735781670002,4.57844491490252,5.0799812066944,-0.21065365212003,5.35669993923946,1.731485495966,-0.144294731083647,2.01125455462991,2.97308783817583,0.0512751573205321,2.49867884980837,2.30139279474186,1.35716799468845,3.2958798164712,3.88707478685015,4.34564183768971,3.44162748808654,2.0935244262602,0.526809769496765,2.40211843259056,2.66798388882503,2.21576713087359,2.1458350552646,3.49288002962309,3.76192435190464,3.18952292988787,1.31698749571339,1.48436877605324,1.14156504542775,2.56525534067859,2.32036514266782,3.26933601506059,3.77522468729185,1.45330562142114,-3.58626472551299,1.80898243043663,2.92746800169145,0.628246239479637,-0.250726423318454,0.755798850316665,1.30352331826198,2.11721964494312,2.27224992038207,2.48422114080024,1.75497619649288,-6.31825509209936,4.92309171717903,5.33096379400371,-0.786244288594673,-0.659089573171372,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.700000175699572,-22.6000003264444,-23.0999987188387,-19.7000012399238,-11.7999991076818,1.29999940463827,5.80000014795783,9.99999961153691,7.40000129958564,11.0999991434346,9.89999986533643,9.43891626906561,10.2082994004776,9.25380179728907,27.9615381082131,34.4662096226792,25.4632157314482,10.591437462476,9.36950260277183,4.78883248761557,-1.5729973511111,2.20293891708398,5.84341590483928,2.79758521448559,1.04954641215085,-3.06359842251706,0.153614661745507,1.50040167167313,2.47980879185565,-4.19896065333343,5.61644027150554,4.71468033247649,1.35447749115767,4.07140205008956,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Bahamas, The",BHS,..,10.6670974062853,10.4519718914791,10.524055218681,10.5015672000336,10.4255964611444,9.07192872047429,9.59811387222918,8.42176356182298,8.98166256974302,-5.64964950396579,1.62650874068258,-3.49733593905746,7.56756882672917,-16.7542290832579,-14.8031263075446,5.18518497429477,9.15492920885433,14.1795201542182,26.1392957664775,6.49528192098035,-9.22640508127346,6.69889774710882,3.59705186742775,14.1711486350236,4.8291801053918,1.79700023310696,2.98451933857808,2.30970766214169,6.72732980687955,-1.59624908755521,-4.18178502345002,-3.82558229706301,0.307806596011844,3.14891597200189,4.37875203482501,4.22353036224139,1.28775320549799,4.71679855496301,7.14410390677141,4.14841930754267,2.62600982683425,2.70495624731029,-1.26491667612372,0.882373744518318,3.39608420536011,2.51659221712706,1.44609991235758,-2.32364807041851,-4.17542805647342,1.53866248693835,0.613170735890648,4.52003886739061,-2.86320081549439,1.8469701294558,0.997411675486745,-1.15650811269629,3.3713988456489,2.39795510823548,-0.838585871193203,-20.0893664891399,17.5861390037409,10.8779009410268,3.04824180553773,3.37866553336166,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,1.60714285546935,11.0720562276677,13.9240506555534,8.47222224387403,-8.83482715024641,30.476297435675,13.0176496171974,3.8622685992858,3.46926802729132,2.58027926574829,-5.31669735282949,-7.55621771215937,6.37637679964371,5.00364604500794,-4.75826853805708,1.18299391598448,10.3990093325466,6.99999164945342,0.364007138161895,4.43799717642609,11.2299982766857,6.68999812735618,12.8700067450998,-0.250001381199439,3.92999239295094,4.11000631738246,3.09299923370425,4.79000359326143,4.29999824426375,5.30006940305884,2.49094875338352,3.34855067103268,6.29644129075703,6.98096175867695,6.76899737789502,6.4669995195042,8.29396129093843,6.24501094995797,2.53988570158225,4.3342989754845,1.92815791170796,3.80302899043062,5.29262224906203,4.30885692657077,2.50787205267615,3.81499327422425,4.95383534123657,2.05258864979861,2.05287774418655,-5.9113629524152,4.35004091668986,6.18016125475185,3.87811614845566,2.60379670648454,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bangladesh,BGD,..,6.05816082547616,5.45303096987814,-0.455894289969805,10.9527885460584,1.60625822892978,2.56681200128088,-1.8758639196746,9.48945401549118,1.22085790908322,5.61985229282153,-5.47948302722807,-13.9737287020561,3.32568019881434,9.59195630039562,-4.08821409181246,5.66136120118878,2.67305605004213,7.07383773259727,4.80163460054837,0.819141868916631,7.23394369489792,2.13432783577548,3.88104639980884,4.80331001525171,3.34201465416713,4.17338255900151,3.77240185251682,2.41625685565774,2.83658212908817,5.62225816160344,3.48522781598027,5.44268554966725,4.71156172453999,3.89012644116818,5.12127789724337,4.52291921684423,4.4898964976265,5.1770268731498,4.67015636882111,5.29329471892532,5.07728777526728,3.83312393993225,4.73956739963045,5.23953291029852,6.53594493875502,6.67190498576788,7.05859935449848,6.01378975738535,5.04512479919337,5.57178818533122,6.46437912497728,6.52145877906443,6.01360565834344,6.0610593588495,6.55263987816197,7.11347821270093,6.59024999794057,7.31941263014136,7.88191515117722,3.44801755122445,6.93867912442445,7.09982877575158,5.77511237007889,4.22325911250161,..
